input,target
C=[Se]=C,(methylidene-λ4-selanylidene)methane
N/C=C/CF,(E)-3-fluoroprop-1-en-1-amine
O=NOOCCl,chloromethoxy nitrite
N#CC[S-],cyanomethanethiolate
OC/C=N\\O,(2Z)-2-hydroxyiminoethanol
COCCO[O],1-λ1-oxidanyloxy-2-methoxyethane
CC#SCCCC,butyl(ethylidyne)-λ4-sulfane
C[SiH2]I,iodo(methyl)silane
N/N=C/CO,(2E)-2-hydrazinylideneethanol
C[Si]CBr,bromomethyl(methyl)silicon
C1C[Te]1,tellurirane
OCC(S)NP,2-(phosphanylamino)-2-sulfanylethanol
CNCCCCNN,4-hydrazinyl-N-methylbutan-1-amine
CNCCCCNN,4-hydrazinyl-N-methylbutan-1-amine
CSCSCCCN,3-(methylsulfanylmethylsulfanyl)propan-1-amine
COCP(C)P,methoxymethyl-methyl-phosphanylphosphane
NCSSCOSI,(aminomethyldisulfanyl)methoxy thiohypoiodite
CCSCCNSC,2-ethylsulfanyl-N-methylsulfanylethanamine
COCCCSCP,3-methoxypropylsulfanylmethylphosphane
CCCSCCCP,3-propylsulfanylpropylphosphane
CCCSCCCP,3-propylsulfanylpropylphosphane
OCCSCCCP,2-(3-phosphanylpropylsulfanyl)ethanol
BrCC#CSI,3-bromoprop-1-ynyl thiohypoiodite
CSNCCCCO,4-(methylsulfanylamino)butan-1-ol
CCOOOOOS,sulfanyloxyperoxyperoxyethane
CNNCCCCl,1-(3-chloropropyl)-2-methylhydrazine
CNNCCN=O,1-methyl-2-(2-nitrosoethyl)hydrazine
OSOSOSCS,hydroxysulfanyloxysulfanyloxysulfanylmethanethiol
CPP(C)SC,methyl-methylphosphanyl-methylsulfanylphosphane
C=CCCNCS,(but-3-enylamino)methanethiol
CN=CCCNN,3-hydrazinyl-N-methylpropan-1-imine
SSSN1CC1,1-(trisulfanyl)aziridine
CNCC(O)S,2-(methylamino)-1-sulfanylethanol
CC(I)COI,2-iodopropyl hypoiodite
O=NSCCSI,2-nitrososulfanylethyl thiohypoiodite
CCN(O)SC,N-ethyl-N-methylsulfanylhydroxylamine
PNC1CNC1,N-phosphanylazetidin-3-amine
CNCSCC=O,2-(methylaminomethylsulfanyl)acetaldehyde
CCNCCNCN,"""N-(aminomethyl)-N-ethylethane-1,2-diamine"""
NC1SC1NI,"2-N-iodothiirane-2,3-diamine"
C=S=NCCC,methylidene(propylimino)-λ4-sulfane
C=CC1PP1,3-ethenyldiphosphirane
CN(C)SOS,N-methyl-N-sulfanyloxysulfanylmethanamine
CS/C=C\\S,(Z)-2-methylsulfanylethenethiol
CCNC(O)P,ethylamino(phosphanyl)methanol
CCSP(C)C,ethylsulfanyl(dimethyl)phosphane
C=CCCNNC,1-but-3-enyl-2-methylhydrazine
CNC1SCS1,"N-methyl-1,3-dithietan-2-amine"
CN=CNOCO,"""N-(hydroxymethoxy)-N-methylmethanimidamide"""
C=CCOOOO,3-hydroperoxyperoxyprop-1-ene
NCOSCCCO,3-(aminomethoxysulfanyl)propan-1-ol
CCSCOOCN,ethylsulfanylmethylperoxymethanamine
CCSCSOCN,ethylsulfanylmethylsulfanyloxymethanamine
CC(O)PCO,1-(hydroxymethylphosphanyl)ethanol
CNCCPPCI,2-[2-(iodomethyl)diphosphanyl]-N-methylethanamine
OC(CP)CP,"1,3-bis(phosphanyl)propan-2-ol"
PCC(P)CP,"1,3-bis(phosphanyl)propan-2-ylphosphane"
CNC(=S)I,N-methylcarbamothioyl iodide
CC(C)SCN,propan-2-ylsulfanylmethanamine
NC(N)NBr,"N""-bromomethanetriamine"
CCNNC=NC,"""N-(ethylamino)-N-methylmethanimidamide"""
[B]CCCCI,4-iodobutylboron
COCCCNCO,(3-methoxypropylamino)methanol
OOOOOOCI,hydroperoxyperoxyperoxy(iodo)methane
CCP[B]NF,ethylphosphanyl-(fluoroamino)boron
CNCCCN=O,N-methyl-3-nitrosopropan-1-amine
PSC(=S)S,phosphanylsulfanylmethanedithioic acid
S=C(Cl)I,iodomethanethioyl chloride
CCSB(O)O,ethylsulfanylboronic acid
S=C(Cl)I,iodomethanethioyl chloride
CCSB(O)O,ethylsulfanylboronic acid
CCCCOONO,N-butylperoxyhydroxylamine
CCPPPPPP,diphosphanyl-(3-ethyltriphosphanyl)phosphane
CSC(=N)I,methylsulfanylmethanimidoyl iodide
CP(C)PPP,dimethyl(triphosphanyl)phosphane
C1=CPCP1,"2,3-dihydro-1H-1,3-diphosphole"
N=CC(N)I,2-imino-1-iodoethanamine
CCCCCNSO,N-hydroxysulfanylpentan-1-amine
CC(C)OSO,2-hydroxysulfanyloxypropane
CCNNCCSC,1-ethyl-2-(2-methylsulfanylethyl)hydrazine
CNC(S)CO,2-(methylamino)-2-sulfanylethanol
CNCOCCOC,1-(2-methoxyethoxy)-N-methylmethanamine
NNCCNC=O,N-(2-hydrazinylethyl)formamide
CCCCONCl,1-(chloroamino)oxybutane
CCN(C)CS,[ethyl(methyl)amino]methanethiol
C#COCCCI,1-ethynoxy-3-iodopropane
N#CSCCCI,3-iodopropyl thiocyanate
CN(CO)CS,[methyl(sulfanylmethyl)amino]methanol
CC(I)C=N,2-iodopropan-1-imine
CCSN(C)S,N-ethylsulfanyl-N-methylthiohydroxylamine
CC[B]CCS,ethyl(2-sulfanylethyl)boron
N#CC=P#P,2-(phosphanylidyne-λ5-phosphanylidene)acetonitrile
OCOOOOOO,hydroperoxyperoxyperoxymethanol
OCC1CSS1,dithietan-3-ylmethanol
CNCCSC=S,2-(methylamino)ethyl methanedithioate
COCOOOOC,methoxy(methylperoxyperoxy)methane
COOCOOOC,methoxyperoxy(methylperoxy)methane
CSOCCCCN,4-methylsulfanyloxybutan-1-amine
NCCCN=CI,N-(3-aminopropyl)methanimidoyl iodide
CCOCSCSS,disulfanylmethylsulfanylmethoxyethane
CCCNCNCC,"""N-ethyl-N-propylmethanediamine"""
[B]CCCCS,4-sulfanylbutylboron
C=PP(C)C,dimethyl(methylidenephosphanyl)phosphane
CNOOOOOO,N-hydroperoxyperoxyperoxymethanamine
CN=NNCNC,"""N-methyl-N-(methyldiazenyl)methanediamine"""
CCCOCCON,O-(2-propoxyethyl)hydroxylamine
CC(OO)OI,1-hydroperoxyethyl hypoiodite
CC(OO)OI,1-hydroperoxyethyl hypoiodite
[B]CCCCP,4-phosphanylbutylboron
CNCCON=O,2-(methylamino)ethyl nitrite
CCOCCCOI,3-ethoxypropyl hypoiodite
COCCCCCI,1-iodo-5-methoxypentane
S=C(S)OI,iodooxymethanedithioic acid
OOCCCOOO,1-hydroperoxy-3-(trioxidanyl)propane
CCOPPOSI,(2-ethoxydiphosphanyl)oxy thiohypoiodite
CCCOCCOF,2-propoxyethyl hypofluorite
CN(I)ONO,N-[iodo(methyl)amino]oxyhydroxylamine
CC1CCC1S,2-methylcyclobutane-1-thiol
IB1OCCO1,"2-iodo-1,3,2-dioxaborolane"
CSCCCCOI,4-methylsulfanylbutyl hypoiodite
OOCOCOOO,hydroperoxy(trioxidanylmethoxy)methane
OOOCOOOO,hydroperoxyperoxy(trioxidanyl)methane
C#CC#CCI,"5-iodopenta-1,3-diyne"
CCCCSNSP,1-(phosphanylsulfanylamino)sulfanylbutane
CNC(N)CS,2-amino-2-(methylamino)ethanethiol
Pn1cccn1,pyrazol-1-ylphosphane
C=C(C)OI,prop-1-en-2-yl hypoiodite
NCCCCP=O,4-phosphorosobutan-1-amine
OP(O)CBr,bromomethylphosphonous acid
CCP[B]PO,ethylphosphanyl(hydroxyphosphanyl)boron
NCSP(N)O,aminomethylsulfanylphosphonamidous acid
O=COCCSS,2-(disulfanyl)ethyl formate
CC=NCCNC,2-(ethylideneamino)-N-methylethanamine
CNCCCNCI,"""N-(iodomethyl)-N-methylpropane-1,3-diamine"""
CSCCCSCI,1-(iodomethylsulfanyl)-3-methylsulfanylpropane
CNNOCCOC,1-(2-methoxyethoxy)-2-methylhydrazine
S=CC(S)S,"2,2-bis(sulfanyl)ethanethial"
OCCCCCCP,6-phosphanylhexan-1-ol
CCS(=S)I,ethyl-iodo-sulfanylidene-λ4-sulfane
OCSC1CC1,cyclopropylsulfanylmethanol
C#CCOP=O,3-phosphorosooxyprop-1-yne
PCCC1CO1,2-(oxiran-2-yl)ethylphosphane
CCSN(S)S,[bis(sulfanyl)amino]sulfanylethane
CCNCCONC,N-ethyl-2-(methylaminooxy)ethanamine
CC[B]SCl,chlorosulfanyl(ethyl)boron
[B]PPNCC,[2-(ethylamino)diphosphanyl]boron
CNN(C)CI,"1-(iodomethyl)-1,2-dimethylhydrazine"
C=CNCCOC,N-ethenyl-2-methoxyethanamine
CCB(O)Br,bromo(ethyl)borinic acid
CCB(N)Br,[amino(bromo)boranyl]ethane
C=PP(P)P,methylidenephosphanyl-bis(phosphanyl)phosphane
ONCCCCCS,N-(5-sulfanylpentyl)hydroxylamine
OOCCP=NP,2-hydroperoxyethyl(phosphanylimino)phosphane
COOCCCSC,1-methylperoxy-3-methylsulfanylpropane
O[Si]OCS,hydroxy(sulfanylmethoxy)silicon
CN(CI)CI,1-iodo-N-(iodomethyl)-N-methylmethanamine
ICOCCOCI,"1,2-bis(iodomethoxy)ethane"
CCC(C)SN,S-butan-2-ylthiohydroxylamine
CC1CC1CP,(2-methylcyclopropyl)methylphosphane
COCCOCOO,1-(hydroperoxymethoxy)-2-methoxyethane
IC1CCNN1,3-iodopyrazolidine
CSC(P)=S,methyl phosphanylmethanedithioate
CC(=N)CI,1-iodopropan-2-imine
CCSCSCSC,methylsulfanylmethylsulfanylmethylsulfanylethane
CCNOCCCF,N-(3-fluoropropoxy)ethanamine
CC(P)PCF,fluoromethyl(1-phosphanylethyl)phosphane
SOOC1CC1,sulfanylperoxycyclopropane
CCP(#P)I,ethyl-iodo-phosphanylidyne-λ5-phosphane
B#P(S)CC,boranylidyne-ethyl-sulfanyl-λ5-phosphane
NCC(I)CN,"2-iodopropane-1,3-diamine"
CCC1P=P1,3-ethyl-3H-diphosphirene
CC(O)COS,1-sulfanyloxypropan-2-ol
COP1OOO1,4-methoxytrioxaphosphetane
SCC1C=P1,2H-phosphiren-2-ylmethanethiol
N#CONCCS,(2-sulfanylethylamino) cyanate
OCCNCOCO,2-(hydroxymethoxymethylamino)ethanol
CPC1CC1S,2-methylphosphanylcyclopropane-1-thiol
CCCCONOC,1-(methoxyamino)oxybutane
CCCCSCOS,1-(sulfanyloxymethylsulfanyl)butane
CPCCCC#N,4-methylphosphanylbutanenitrile
CCS(C)=S,ethyl-methyl-sulfanylidene-λ4-sulfane
O=PCCCBr,1-bromo-3-phosphorosopropane
CCPCCCPC,ethyl(3-methylphosphanylpropyl)phosphane
CP(C)C#P,dimethyl(phosphanylidynemethyl)phosphane
CC#P=S=O,ethylidyne(sulfinyl)-λ5-phosphane
[B]CPS#P,(phosphanylidyne-λ4-sulfanyl)phosphanylmethylboron
CB(I)NCP,N-[iodo(methyl)boranyl]-1-phosphanylmethanamine
P#SC1CC1,(cyclopropyl-λ4-sulfanylidyne)phosphane
CN(I)CCO,2-[iodo(methyl)amino]ethanol
NCCCONNN,3-(2-aminohydrazinyl)oxypropan-1-amine
NN=NCCCO,3-(aminodiazenyl)propan-1-ol
CC(P)S#P,(1-phosphanylethyl-λ4-sulfanylidyne)phosphane
CCCCSC=N,butyl methanimidothioate
C=COSC=S,ethenoxy methanedithioate
COCOOCCO,2-(methoxymethylperoxy)ethanol
S=PC1CC1,thiophosphorosocyclopropane
CC=S=S=O,ethylidene(sulfinyl)-λ4-sulfane
CC1SS1=S,3-methyl-1-sulfanylidenedithiirane
B#P(P)CC,boranylidyne-ethyl-phosphanyl-λ5-phosphane
COCC(C)P,1-methoxypropan-2-ylphosphane
OCCCOCOO,3-(hydroperoxymethoxy)propan-1-ol
CNSN(C)C,N-(dimethylaminosulfanyl)methanamine
CC(=S)SS,sulfanyl ethanedithioate
CSB(S)SC,bis(methylsulfanyl)borinothioic acid
CC1=PCP1,"4-methyl-1,2-dihydro-1,3-diphosphete"
CCCC1SS1,3-propyldithiirane
CCN=NSCC,ethyl(ethylsulfanyl)diazene
CCCP=P#P,phosphanylidyne(propylphosphanylidene)-λ5-phosphane
O=CCNC#P,2-(phosphanylidynemethylamino)acetaldehyde
FCCCNCCF,3-fluoro-N-(2-fluoroethyl)propan-1-amine
ClCCCCOI,4-chlorobutyl hypoiodite
ISC1CCC1,cyclobutyl thiohypoiodite
CSC1CC1C,1-methyl-2-methylsulfanylcyclopropane
IN1CCCS1,"2-iodo-1,2-thiazolidine"
CP(F)S#P,fluoro-methyl-(phosphanylidyne-λ4-sulfanyl)phosphane
CB=S1CS1,dithiiran-1-ylidene(methyl)borane
NCCCN=NN,3-(aminodiazenyl)propan-1-amine
CC(C)CNS,N-(2-methylpropyl)thiohydroxylamine
CPOCCC=O,3-methylphosphanyloxypropanal
CC(N)CSN,S-(2-aminopropyl)thiohydroxylamine
O=C(I)NI,N-iodocarbamoyl iodide
COS(F)=S,fluoro-methoxy-sulfanylidene-λ4-sulfane
CCCNNN=O,N-(propylamino)nitrous amide
ONOCCCBr,N-(3-bromopropoxy)hydroxylamine
S=C(S)NI,iodocarbamodithioic acid
CC(C)S#P,(propan-2-yl-λ4-sulfanylidyne)phosphane
ONC1CCS1,N-(thietan-2-yl)hydroxylamine
ICCC1CS1,2-(2-iodoethyl)thiirane
CCCCCOOP,pentylperoxyphosphane
N#CP(P)P,bis(phosphanyl)phosphanylformonitrile
C=BP=S=C,methylideneboranyl-(methylidene-λ4-sulfanylidene)phosphane
NC(=S)OI,O-iodo carbamothioate
B#P(S)OC,boranylidyne-methoxy-sulfanyl-λ5-phosphane
CCN=S=PC,(ethylimino-λ4-sulfanylidene)-methylphosphane
CCS[B]OC,ethylsulfanyl(methoxy)boron
INC1CNC1,N-iodoazetidin-3-amine
FC1CCN1F,"1,2-difluoroazetidine"
CNCCCC=N,4-imino-N-methylbutan-1-amine
CNC1CCS1,N-methylthietan-2-amine
CCN(C)PC,N-methyl-N-methylphosphanylethanamine
CNCCCCCI,5-iodo-N-methylpentan-1-amine
N=COCCCO,3-hydroxypropyl methanimidate
CSCCCCSI,4-methylsulfanylbutyl thiohypoiodite
CCN=CC=S,2-ethyliminoethanethial
N/N=N\\CI,[(Z)-aminodiazenyl]-iodomethane
CN(CF)PI,1-fluoro-N-iodophosphanyl-N-methylmethanamine
CPN(C)CF,1-fluoro-N-methyl-N-methylphosphanylmethanamine
NCCSSCCI,2-(2-iodoethyldisulfanyl)ethanamine
CC1C=C1I,1-iodo-3-methylcyclopropene
C=CN(F)I,N-fluoro-N-iodoethenamine
[B]CC#CI,3-iodoprop-2-ynylboron
CCCN(C)I,N-iodo-N-methylpropan-1-amine
CNCP(O)O,methylaminomethylphosphonous acid
N/C=N/CI,"""N-(iodomethyl)methanimidamide"""
CN=S(F)I,fluoro-iodo-methylimino-λ4-sulfane
CCOP=P#P,ethoxyphosphanylidene(phosphanylidyne)-λ5-phosphane
OCC1CNS1,thiazetidin-4-ylmethanol
C[Si]OSC,methyl(methylsulfanyloxy)silicon
NNCC(N)O,1-amino-2-hydrazinylethanol
CNCCNCCl,"""N-(chloromethyl)-N-methylethane-1,2-diamine"""
SCCN1CO1,2-(oxaziridin-2-yl)ethanethiol
CSN(F)NF,"1,2-difluoro-1-methylsulfanylhydrazine"
CSCNCCCO,3-(methylsulfanylmethylamino)propan-1-ol
FC1CNCS1,"5-fluoro-1,3-thiazolidine"
CC(C)PBr,bromo(propan-2-yl)phosphane
CP(=P)=S,methyl-phosphanylidene-sulfanylidene-λ5-phosphane
CSPB(C)C,dimethylboranyl(methylsulfanyl)phosphane
CNCNCCCN,"""N-(methylaminomethyl)propane-1,3-diamine"""
CNNCNCCN,"""N-[(2-methylhydrazinyl)methyl]ethane-1,2-diamine"""
COS(=S)I,iodo-methoxy-sulfanylidene-λ4-sulfane
NC1CC1CS,(2-aminocyclopropyl)methanethiol
NCCCNCCI,"""N-(2-iodoethyl)propane-1,3-diamine"""
NCCCCNCI,"""N-(iodomethyl)butane-1,4-diamine"""
CN=CNSCI,"""N-(iodomethylsulfanyl)-N-methylmethanimidamide"""
N=CCCOPO,3-iminopropoxyphosphinous acid
N=COCCCS,3-sulfanylpropyl methanimidate
COC=NCCS,methyl N-(2-sulfanylethyl)methanimidate
NC=NCCCI,"""N-(3-iodopropyl)methanimidamide"""
ClCO[As],chloromethoxyarsenic
CO[As]Cl,chloro(methoxy)arsenic
COPB(C)C,dimethylboranyl(methoxy)phosphane
CCCCSOCO,butylsulfanyloxymethanol
NN/C=N\\I,"""N-amino-N-iodomethanimidamide"""
CCNCCCNP,"""N-ethyl-N-phosphanylpropane-1,3-diamine"""
CC1CCOS1,3-methyloxathiolane
CCSCCCOC,1-ethylsulfanyl-3-methoxypropane
SSC1CSC1,3-(disulfanyl)thietane
CB=S(I)I,(diiodo-λ4-sulfanylidene)-methylborane
CB=S(I)I,(diiodo-λ4-sulfanylidene)-methylborane
COCCCOCF,1-(fluoromethoxy)-3-methoxypropane
CCCC1PP1,3-propyldiphosphirane
CCC[B]CI,iodomethyl(propyl)boron
[B]C(F)I,[fluoro(iodo)methyl]boron
S=P1=PC1,"1-sulfanylidene-1λ5,2-diphosphacyclopropene"
C=CC[B]I,iodo(prop-2-enyl)boron
CP(F)P=O,fluoro-methyl-phosphorosophosphane
O=NCCCCS,4-nitrosobutane-1-thiol
CCC(=N)I,propanimidoyl iodide
CSSN(C)I,N-iodo-N-(methyldisulfanyl)methanamine
NN=NOCCO,2-(aminodiazenyl)oxyethanol
CC(=S)PI,1-iodophosphanylethanethione
CP=S(C)C,(dimethyl-λ4-sulfanylidene)-methylphosphane
C=NOCCCO,3-(methylideneamino)oxypropan-1-ol
COPOCC#N,2-methoxyphosphanyloxyacetonitrile
CCSSCC=O,2-(ethyldisulfanyl)acetaldehyde
CPC(F)=S,methylphosphanylmethanethioyl fluoride
CN=S(I)I,diiodo(methylimino)-λ4-sulfane
O=CCCNCl,3-(chloroamino)propanal
O=CCCNCl,3-(chloroamino)propanal
C=C(O)Br,1-bromoethenol
CCCNC=NC,"""N-methyl-N-propylmethanimidamide"""
CCP(O)#P,ethyl-hydroxy-phosphanylidyne-λ5-phosphane
CS(#P)=P,[methyl(phosphanylidene)-λ6-sulfanylidyne]phosphane
[B]B(C)I,[iodo(methyl)boranyl]boron
CS(=S)OS,methyl-sulfanylidene-sulfanyloxy-λ4-sulfane
OCCCCNBr,4-(bromoamino)butan-1-ol
CCCCCOCS,pentoxymethanethiol
FCOCCOCF,"1,2-bis(fluoromethoxy)ethane"
CCNNNNNN,[2-(2-hydrazinylhydrazinyl)hydrazinyl]ethane
C1CSOON1,"1,2,3,6-dioxathiazinane"
SOCC1SS1,3-(sulfanyloxymethyl)dithiirane
CNCCN=NN,2-(aminodiazenyl)-N-methylethanamine
C/C=N\\NI,(1Z)-(iodohydrazinylidene)ethane
CCP(#N)S,azanylidyne-ethyl-sulfanyl-λ5-phosphane
CCPP1CN1,azaphosphiridin-2-yl(ethyl)phosphane
CSC(N)CN,"1-methylsulfanylethane-1,2-diamine"
C=CN=NSN,S-(ethenyldiazenyl)thiohydroxylamine
SCCNCCCI,2-(3-iodopropylamino)ethanethiol
NCCNCCON,O-[2-(2-aminoethylamino)ethyl]hydroxylamine
CCN=NOCC,ethoxy(ethyl)diazene
NC(I)N=O,iodo(nitroso)methanamine
CC(C)CSI,2-methylpropyl thiohypoiodite
CC#P=P#P,ethylidyne-(phosphanylidyne-λ5-phosphanylidene)-λ5-phosphane
NC/C=C\\I,(Z)-3-iodoprop-2-en-1-amine
FC[GeH3],fluoromethylgermane
COC(S)CO,2-methoxy-2-sulfanylethanol
P#COCCBr,2-bromoethoxymethylidynephosphane
CCCCON=N,butoxydiazene
CP=S(I)I,(diiodo-λ4-sulfanylidene)-methylphosphane
CCCCNCCI,N-(2-iodoethyl)butan-1-amine
CPC(C)=S,1-methylphosphanylethanethione
O=C(I)NF,N-fluorocarbamoyl iodide
C=P(=S)S,methylidene-sulfanyl-sulfanylidene-λ5-phosphane
CNB(C)Br,N-[bromo(methyl)boranyl]methanamine
CSCCCCNO,N-(4-methylsulfanylbutyl)hydroxylamine
CCN=S=CI,ethylimino(iodomethylidene)-λ4-sulfane
P#[P+]CI,iodomethyl(phosphanylidyne)phosphanium
C=CNCCNC,"""N-ethenyl-N-methylethane-1,2-diamine"""
CC(P)COS,1-sulfanyloxypropan-2-ylphosphane
CCCNCNCF,"""N-(fluoromethyl)-N-propylmethanediamine"""
C/C=C\\NN,[(Z)-prop-1-enyl]hydrazine
C=CCCNCN,"""N-but-3-enylmethanediamine"""
OCCN(I)I,2-(diiodoamino)ethanol
CP(F)#CI,fluoro-(iodomethylidyne)-methyl-λ5-phosphane
O=S=P#CI,iodomethylidyne(sulfinyl)-λ5-phosphane
CSCSCCCO,3-(methylsulfanylmethylsulfanyl)propan-1-ol
O=NOCCCO,3-hydroxypropyl nitrite
COCCOC=N,2-methoxyethyl methanimidate
CP(O)CCl,chloromethyl(methyl)phosphinous acid
CP(O)CCl,chloromethyl(methyl)phosphinous acid
CCOSCSCC,ethylsulfanylmethylsulfanyloxyethane
CONCCC=O,3-(methoxyamino)propanal
OCC(S)NO,2-(hydroxyamino)-2-sulfanylethanol
CCCCCNNO,N-(pentylamino)hydroxylamine
NSC(=S)S,aminosulfanylmethanedithioic acid
OCCCCC=P,5-phosphanylidenepentan-1-ol
CCC(C)ON,O-butan-2-ylhydroxylamine
C=C[Se]C,methylselanylethene
C1COCNN1,"1,3,4-oxadiazinane"
CC(C)NBr,N-bromopropan-2-amine
C#C[Si]C,ethynyl(methyl)silicon
N#CSCCCO,3-hydroxypropyl thiocyanate
C=CC(C)P,but-3-en-2-ylphosphane
C=C(C)CP,2-methylprop-2-enylphosphane
CCCC#CCN,hex-2-yn-1-amine
C/C=C/CP,[(E)-but-2-enyl]phosphane
C#CCCCCN,hex-5-yn-1-amine
CCSC(F)F,difluoromethylsulfanylethane
C=CC=S=O,3-sulfinylprop-1-ene
O=C1CCS1,thietan-2-one
[2H][Al],deuterioaluminum
On1ncnn1,2-hydroxytetrazole
Ic1nccs1,"2-iodo-1,3-thiazole"
C=CCOCCI,3-(2-iodoethoxy)prop-1-ene
Ic1nccs1,"2-iodo-1,3-thiazole"
C=CCOCCI,3-(2-iodoethoxy)prop-1-ene
CP1SCCS1,"2-methyl-1,3,2-dithiaphospholane"
[14CH]#N,azanylidyne(114C)methane
On1ccnn1,1-hydroxytriazole
C=C(C)CI,3-iodo-2-methylprop-1-ene
[14CH]#N,azanylidyne(114C)methane
On1ccnn1,1-hydroxytriazole
C=C(C)CI,3-iodo-2-methylprop-1-ene
C=CCCCCI,6-iodohex-1-ene
N#CCCCCO,5-hydroxypentanenitrile
C=C=CCBr,"4-bromobuta-1,2-diene"
Ic1cnsc1,"4-iodo-1,2-thiazole"
O=C(F)OF,fluoro carbonofluoridate
Nc1cnsn1,"1,2,5-thiadiazol-3-amine"
C=CCNC=S,N-prop-2-enylmethanethioamide
CCOSSOCC,(ethoxydisulfanyl)oxyethane
b1ccccc1,borinine
CCCC[Te],1-λ1-tellanylbutane
Oc1cccs1,thiophen-2-ol
[13CH]#N,azanylidyne(113C)methane
OCC#CCCI,5-iodopent-2-yn-1-ol
OS(=S)SS,disulfanyl-hydroxy-sulfanylidene-λ4-sulfane
IC[Hg]CI,bis(iodomethyl)mercury
COCOCC=O,2-(methoxymethoxy)acetaldehyde
C/C=C/CF,(E)-1-fluorobut-2-ene
C=CCC#CC,hex-1-en-4-yne
CCC#CCCI,1-iodohex-3-yne
C=CC(C)F,3-fluorobut-1-ene
CCSN(C)C,N-ethylsulfanyl-N-methylmethanamine
[B-]CCCC,butylboron(1-)
CC(Br)CF,2-bromo-1-fluoropropane
FC(F)=CI,"1,1-difluoro-2-iodoethene"
CN(N)C#N,amino(methyl)cyanamide
O=C1OCO1,"1,3-dioxetan-2-one"
Oc1ccsc1,thiophen-3-ol
NCCNCCCO,3-(2-aminoethylamino)propan-1-ol
Fc1ccsc1,3-fluorothiophene
CC/C=C/I,(E)-1-iodobut-1-ene
CNCCCCCO,5-(methylamino)pentan-1-ol
C=CCCCOO,5-hydroperoxypent-1-ene
C=C(C)NC,N-methylprop-1-en-2-amine
FC1C=CC1,3-fluorocyclobutene
I/C=C\\CI,"(Z)-1,3-diiodoprop-1-ene"
C1=COCO1,"1,3-dioxole"
[Na][Se],λ1-selanylsodium
CC(C)=CI,1-iodo-2-methylprop-1-ene
OCCCC#CI,5-iodopent-4-yn-1-ol
I/C=C/CI,"(E)-1,3-diiodoprop-1-ene"
C=CCCC#P,pent-4-enylidynephosphane
C=C=CCCO,"penta-3,4-dien-1-ol"
C=C(C)CS,2-methylprop-2-ene-1-thiol
COCC#CBr,1-bromo-3-methoxyprop-1-yne
CSC(C)=N,methyl ethanimidothioate
[14CH3]I,iodo(114C)methane
COCOCCCl,1-chloro-2-(methoxymethoxy)ethane
CCCCOCCl,1-(chloromethoxy)butane
CN(C)P=O,N-methyl-N-phosphorosomethanamine
ClCC1CN1,2-(chloromethyl)aziridine
OCC#CCCO,"pent-2-yne-1,5-diol"
CC(C)SCl,propan-2-yl thiohypochlorite
C=CCOCCF,3-(2-fluoroethoxy)prop-1-ene
N=CC1CC1,cyclopropylmethanimine
C=C=CCCI,"5-iodopenta-1,2-diene"
C#CCCCCI,6-iodohex-1-yne
OP(Cl)Cl,dichlorophosphinous acid
C#CSCCCC,1-ethynylsulfanylbutane
C=C(O)OC,1-methoxyethenol
CC=C=CCO,"penta-2,3-dien-1-ol"
N#CCCCCI,5-iodopentanenitrile
[66Ga+3],gallium-66(3+)
CNCCCCCl,4-chloro-N-methylbutan-1-amine
[66Ga+3],gallium-66(3+)
CNCCCCCl,4-chloro-N-methylbutan-1-amine
NC1CCCS1,thiolan-2-amine
N#CNNC#N,(cyanoamino)cyanamide
OCCC#CBr,4-bromobut-3-yn-1-ol
NOCC1CC1,O-(cyclopropylmethyl)hydroxylamine
Cl/C=C/I,(E)-1-chloro-2-iodoethene
[13CH3]O,(113C)methanol
CCP(O)CC,diethylphosphinous acid
CC(CO)CI,3-iodo-2-methylpropan-1-ol
NCCC[Sn],3-aminopropyltin
CSCCNCCN,"""N-(2-methylsulfanylethyl)ethane-1,2-diamine"""
CCOC(C)N,1-ethoxyethanamine
C=C=CCCN,"penta-3,4-dien-1-amine"
CCOC(C)N,1-ethoxyethanamine
C=C=CCCN,"penta-3,4-dien-1-amine"
[67Ga+3],gallium-67(3+)
CC(F)C=O,2-fluoropropanal
FCC1CCC1,fluoromethylcyclobutane
C=CCOP=O,3-phosphorosooxyprop-1-ene
NN(Cl)Cl,"1,1-dichlorohydrazine"
C=C(I)CO,2-iodoprop-2-en-1-ol
BrC#CCBr,"1,3-dibromoprop-1-yne"
COCC#CSC,3-methoxy-1-methylsulfanylprop-1-yne
N#CCNCCO,2-(2-hydroxyethylamino)acetonitrile
IC1CCCO1,2-iodooxolane
CCCCOP=O,1-phosphorosooxybutane
S=[N+]=S,bis(sulfanylidene)azanium
