input,target
CNC(C)CNO,N-[2-(methylamino)propyl]hydroxylamine
OC(Br)CCF,1-bromo-3-fluoropropan-1-ol
CN=CNCCCl,"""N-(2-chloroethyl)-N-methylmethanimidamide"""
O=S(#P)CP,[oxo(phosphanylidyne)-λ6-sulfanyl]methylphosphane
COCS(C)=S,methoxymethyl-methyl-sulfanylidene-λ4-sulfane
Cc1snnc1I,4-iodo-5-methylthiadiazole
CCCNCCC=S,3-(propylamino)propanethial
NCC(I)COI,(3-amino-2-iodopropyl) hypoiodite
OC1C2OC12,2-oxabicyclo[1.1.0]butan-4-ol
CNC/C=C/I,(E)-3-iodo-N-methylprop-2-en-1-amine
C=C(C)CNN,2-methylprop-2-enylhydrazine
C1CNCCSC1,"1,4-thiazepane"
N#CB(F)Br,[bromo(fluoro)boranyl]formonitrile
N#C[B]C#N,dicyanoboron
[Tl]S[Tl],λ1-thallanylsulfanylthallium
Cl[Ga-]Cl,dichlorogallanide
Cl[Sn+]Cl,dichlorotin(1+)
Br[Bi+]Br,dibromobismuthanylium
Cl[Bi+]Cl,dichlorobismuthanylium
[Ga]S[Ga],λ1-gallanylsulfanylgallium
[Sb]S[Sb],λ1-stibanylsulfanylantimony
CCCCCCPCC,ethyl(hexyl)phosphane
COPOC(C)C,methoxy(propan-2-yloxy)phosphane
[2H]C=CCC,1-deuteriobut-1-ene
[2H]C=CCO,3-deuterioprop-2-en-1-ol
C1C[Ge]S1,"1,2λ2-thiagermetane"
CC1CCOPO1,"4-methyl-1,3,2-dioxaphosphinane"
CC1CCSPS1,"4-methyl-1,3,2-dithiaphosphinane"
C=CCPCCCP,3-phosphanylpropyl(prop-2-enyl)phosphane
CCCC[Sn+],butyltin(1+)
[Sn]S[Sn],λ1-stannanylsulfanyltin
C1=CPCCC1,"1,2,3,4-tetrahydrophosphinine"
C=C(Cl)PC,1-chloroethenyl(methyl)phosphane
[Ge]O[Ge],λ1-germanyloxygermanium
Cn1cccc1N,1-methylpyrrol-2-amine
C=C(I)CCO,3-iodobut-3-en-1-ol
CCCN(O)CC,N-ethyl-N-propylhydroxylamine
CCN(CC)OC,N-ethyl-N-methoxyethanamine
CC=[NH2+],ethylideneazanium
CCOCC(C)N,1-ethoxypropan-2-amine
CNC1CCSC1,N-methylthiolan-3-amine
CCC(CN)OC,2-methoxybutan-1-amine
CCc1nnco1,"2-ethyl-1,3,4-oxadiazole"
CCC1CCC1F,1-ethyl-2-fluorocyclobutane
COC(C)C=N,2-methoxypropan-1-imine
ICC1CCSC1,3-(iodomethyl)thiolane
C1=NCCOS1,"5,6-dihydro-1,2,4-oxathiazine"
CCONOCC=O,2-(ethoxyamino)oxyacetaldehyde
C=PCCNCCN,"""N-(2-methylidenephosphanylethyl)ethane-1,2-diamine"""
C=CN=CNOC,"""N-ethenyl-N-methoxymethanimidamide"""
S=COC1CC1,O-cyclopropyl methanethioate
O=NCOCN=O,nitroso(nitrosomethoxy)methane
CSNC1COC1,N-methylsulfanyloxetan-3-amine
O=c1ncoo1,"1,2,4-dioxazol-3-one"
B1=CCCCO1,"5,6-dihydro-4H-oxaborinine"
OCC=CCCCF,6-fluorohex-2-en-1-ol
CN1CC#CC1,"1-methyl-3,4-didehydro-2,5-dihydropyrrole"
CC=PC(C)C,ethylidene(propan-2-yl)phosphane
OC1CN=NS1,"4,5-dihydrothiadiazol-5-ol"
CCOC#CCCl,3-chloro-1-ethoxyprop-1-yne
FC1=NN1Cl,1-chloro-3-fluorodiazirine
CCCCCC=NN,hexylidenehydrazine
[B]OC1CC1,cyclopropyloxyboron
C=BC(C)CC,butan-2-yl(methylidene)borane
CC1=CCN1O,1-hydroxy-4-methyl-2H-azete
CCC1OCC1N,2-ethyloxetan-3-amine
CCO[Si]#N,azanylidyne(ethoxy)silane
CC=CC(C)P,pent-3-en-2-ylphosphane
C=CC=CC=P,"penta-2,4-dienylidenephosphane"
CCP=C(C)C,ethyl(propan-2-ylidene)phosphane
C1=NCOSC1,"3,6-dihydro-1,2,5-oxathiazine"
CNO[B]ONC,bis(methylaminooxy)boron
CCC1C#CC1,3-ethylcyclobutyne
O=C[Si]=O,formyl(oxo)silicon
CCC=CCC=N,hex-3-en-1-imine
SSNC1COC1,N-(disulfanyl)oxetan-3-amine
C1COCNOC1,"1,4,2-dioxazepane"
CCP(NC)NC,N-[ethyl(methylamino)phosphanyl]methanamine
CSOC(=O)S,methylsulfanyloxymethanethioic S-acid
CCC1CCC1P,(2-ethylcyclobutyl)phosphane
NCCC1=CC1,2-(cyclopropen-1-yl)ethanamine
C=CCC=NNO,N-(but-3-enylideneamino)hydroxylamine
C#CCOCCSC,3-(2-methylsulfanylethoxy)prop-1-yne
NC(=S)NBr,bromothiourea
[2H]C=C=S,2-deuterioethenethione
N#CC1COO1,dioxetane-3-carbonitrile
CCCC=NN=O,N-butylidenenitrous amide
C1=PCOCC1,"5,6-dihydro-2H-1,3-oxaphosphinine"
C[B]C(N)N,diaminomethyl(methyl)boron
CCC#P(C)C,dimethyl(propylidyne)-λ5-phosphane
CCC(Cl)CF,2-chloro-1-fluorobutane
COC=C(C)F,2-fluoro-1-methoxyprop-1-ene
CCC=NOC=O,(propylideneamino) formate
C=C=COCNC,"N-methyl-1-propa-1,2-dienoxymethanamine"
CNC(C)NNN,1-(2-aminohydrazinyl)-N-methylethanamine
Cc1conc1P,"(4-methyl-1,2-oxazol-3-yl)phosphane"
PC1CSCCO1,"1,4-oxathian-2-ylphosphane"
SSc1ccon1,"3-(disulfanyl)-1,2-oxazole"
C=CCC=CCF,"6-fluorohexa-1,4-diene"
CCCCCON=N,pentoxydiazene
OC1SCSCS1,"1,3,5-trithian-2-ol"
CNN(Cl)Cl,"1,1-dichloro-2-methylhydrazine"
ONCC1CCC1,N-(cyclobutylmethyl)hydroxylamine
CC=C1CC1O,2-ethylidenecyclopropan-1-ol
NC1=NNOC1,"2,5-dihydrooxadiazol-4-amine"
FC1C=CC1F,"3,4-difluorocyclobutene"
CNC1OC1ON,O-[3-(methylamino)oxiran-2-yl]hydroxylamine
C#CC=CCOC,5-methoxypent-3-en-1-yne
C=CCC(O)P,1-phosphanylbut-3-en-1-ol
CC(C)[B]F,fluoro(propan-2-yl)boron
CN(N)C=NO,"""N-amino-N-hydroxy-N-methylmethanimidamide"""
CC=CN=CCl,N-prop-1-enylmethanimidoyl chloride
CC=CN(C)P,N-methyl-N-phosphanylprop-1-en-1-amine
OC1NCCCO1,"1,3-oxazinan-2-ol"
C#CCC[B]C,but-3-ynyl(methyl)boron
CCONC=COC,N-ethoxy-2-methoxyethenamine
CC=NC=CCN,3-(ethylideneamino)prop-2-en-1-amine
OCCOC1CN1,2-(aziridin-2-yloxy)ethanol
FC(CBr)CI,1-bromo-2-fluoro-3-iodopropane
C=C=CC=NC,"N-methylbuta-2,3-dien-1-imine"
[2H]OCCBr,1-bromo-2-deuteriooxyethane
[B]C=CC=C,"buta-1,3-dienylboron"
O=CNN1CO1,N-(oxaziridin-2-yl)formamide
C=C=C=CCO,"penta-2,3,4-trien-1-ol"
CCC(=O)CP,1-phosphanylbutan-2-one
O=COC=CCF,3-fluoroprop-1-enyl formate
CC=NC=CSC,N-(2-methylsulfanylethenyl)ethanimine
C#CCC#CCN,"hexa-2,5-diyn-1-amine"
OC1CN=CO1,"4,5-dihydro-1,3-oxazol-5-ol"
NCC(=S)CO,1-amino-3-hydroxypropane-2-thione
CCCCOSCCC,1-propylsulfanyloxybutane
NCC1COOO1,trioxolan-4-ylmethanamine
CC[Si]C#N,cyano(ethyl)silicon
CC=CCOCCP,2-but-2-enoxyethylphosphane
CCC=NCC=O,2-(propylideneamino)acetaldehyde
N#CC=CCCF,5-fluoropent-2-enenitrile
OCN1C=CC1,2H-azet-1-ylmethanol
C=NC(C)NC,N-methyl-1-(methylideneamino)ethanamine
NCC1=CCC1,cyclobuten-1-ylmethanamine
COCNC(N)O,amino-(methoxymethylamino)methanol
CCCP1CC1C,2-methyl-1-propylphosphirane
SSn1cncn1,"1-(disulfanyl)-1,2,4-triazole"
C=PC1=CC1,cyclopropen-1-yl(methylidene)phosphane
O=c1oncs1,"1,4,2-oxathiazol-5-one"
OC1CN=CS1,"4,5-dihydro-1,3-thiazol-5-ol"
CCOSC(C)C,2-ethoxysulfanylpropane
IC=C(I)CI,"1,2,3-triiodoprop-1-ene"
O=CNCC=CF,N-(3-fluoroprop-2-enyl)formamide
C1CNCSCN1,"1,3,6-thiadiazepane"
CC1=NNON1,"4-methyl-2,5-dihydro-1,2,3,5-oxatriazole"
CC=CC=PCC,but-2-enylidene(ethyl)phosphane
OOB1CCCC1,1-hydroperoxyborolane
CCOCC=CCF,1-ethoxy-4-fluorobut-2-ene
CC=CCSCCC,1-propylsulfanylbut-2-ene
O=CC1COO1,dioxetane-3-carbaldehyde
CC(CN)N=N,2-diazenylpropan-1-amine
NCN(CN)ON,O-[bis(aminomethyl)amino]hydroxylamine
CNCCC=C=O,4-(methylamino)but-1-en-1-one
CCC1SSSS1,5-ethyltetrathiolane
CCCC1CC1S,2-propylcyclopropane-1-thiol
C=BCCCCCC,hexyl(methylidene)borane
CC=CCOC=S,O-but-2-enyl methanethioate
C=CNC=NCC,"""N-ethenyl-N-ethylmethanimidamide"""
NC(=S)NNO,(hydroxyamino)thiourea
SCNC1CCC1,(cyclobutylamino)methanethiol
CN=CNCN=O,"""N-methyl-N-(nitrosomethyl)methanimidamide"""
SOc1cccs1,2-sulfanyloxythiophene
C#CNCNCCC,"""N-ethynyl-N-propylmethanediamine"""
CC=CPCCCC,butyl(prop-1-enyl)phosphane
NNC1CCCN1,pyrrolidin-2-ylhydrazine
CN=CN(C)O,"""N-hydroxy-N,N-dimethylmethanimidamide"""
O=CN1NNN1,tetrazetidinecarbaldehyde
C/C=C\\NOC,(Z)-N-methoxyprop-1-en-1-amine
COCOC1CO1,2-(methoxymethoxy)oxirane
NCNCC(F)F,"""N-(2,2-difluoroethyl)methanediamine"""
CCCCCCOON,O-hexoxyhydroxylamine
FC1=CCCS1,"5-fluoro-2,3-dihydrothiophene"
CCC(O)NCS,1-(sulfanylmethylamino)propan-1-ol
CC1CCOSO1,"4-methyl-1,3,2-dioxathiane"
OC1SCCN1O,"3-hydroxy-1,3-thiazolidin-2-ol"
SC1CCCSS1,dithiane-3-thiol
OC1CCC1=S,2-hydroxycyclobutane-1-thione
OOc1ccsc1,3-hydroperoxythiophene
Cc1onnc1O,5-methyloxadiazol-4-ol
CC=C=S=CC,ethylidene(prop-1-enylidene)-λ4-sulfane
CC(CCl)OP,1-chloropropan-2-yloxyphosphane
FN1CN=CS1,"2-fluoro-3H-1,2,4-thiadiazole"
SSc1cncs1,"5-(disulfanyl)-1,3-thiazole"
C=C(C)NOO,N-hydroperoxyprop-1-en-2-amine
CCNC1OC1C,N-ethyl-3-methyloxiran-2-amine
N#[N+]CCO,2-hydroxyethanediazonium
OCC1CNOC1,"1,2-oxazolidin-4-ylmethanol"
OCC1C#CC1,cyclobut-2-yn-1-ylmethanol
[B]1CCNN1,"1,2,3λ2-diazaborolidine"
CCCCC#CCF,1-fluorohept-2-yne
CCCC=CPCC,ethyl(pent-1-enyl)phosphane
C=NCCCC=O,4-(methylideneamino)butanal
COCN(O)NO,N-(hydroxyamino)-N-(methoxymethyl)hydroxylamine
CON1CCCN1,1-methoxypyrazolidine
OOC1CCCN1,2-hydroperoxypyrrolidine
FCC(I)CCl,1-chloro-3-fluoro-2-iodopropane
C=C=CCCCl,"5-chloropenta-1,2-diene"
CCON=NOCC,diethoxydiazene
C#CCOSSCC,3-(ethyldisulfanyl)oxyprop-1-yne
[B]C=CC#C,but-1-en-3-ynylboron
COC1=CC1C,1-methoxy-3-methylcyclopropene
CC1CCNOC1,5-methyloxazinane
CNOS(=O)O,methylamino hydrogen sulfite
OC1OCCN1O,"3-hydroxy-1,3-oxazolidin-2-ol"
C=CCN=CCI,2-iodo-N-prop-2-enylethanimine
CC(=CF)CN,3-fluoro-2-methylprop-2-en-1-amine
CNC(CF)CF,"1,3-difluoro-N-methylpropan-2-amine"
COOC(C)=S,O-methoxy ethanethioate
O=CC[B]CO,hydroxymethyl(2-oxoethyl)boron
PCCCC1CC1,3-cyclopropylpropylphosphane
C#CC(C)CF,4-fluoro-3-methylbut-1-yne
N#CB(O)OF,cyano(fluorooxy)borinic acid
C=PCC=CCC,methylidene(pent-2-enyl)phosphane
CCN=C1CC1,N-ethylcyclopropanimine
B1=NOCCC1,"5,6-dihydro-4H-oxazaborinine"
CCCC(N)PC,1-methylphosphanylbutan-1-amine
OC1N=CCO1,"2,5-dihydro-1,3-oxazol-2-ol"
COC=C(C)O,1-methoxyprop-1-en-2-ol
COC1OC1CN,(3-methoxyoxiran-2-yl)methanamine
C=NSSC=CC,N-(prop-1-enyldisulfanyl)methanimine
CCC#CC#CN,"hexa-1,3-diyn-1-amine"
CC=NC=COC,N-(2-methoxyethenyl)ethanimine
[B]P(C)CO,[hydroxymethyl(methyl)phosphanyl]boron
CCCCC=NNO,N-(pentylideneamino)hydroxylamine
[B]1CCNO1,"1,2,5λ2-oxazaborolidine"
C1COOCOO1,"1,2,4,5-tetraoxepane"
C=C(OO)OO,"1,1-dihydroperoxyethene"
C=CNOSSCC,N-(ethyldisulfanyl)oxyethenamine
C1=NCCOO1,"5,6-dihydro-1,2,4-dioxazine"
CC(O)COCS,1-(sulfanylmethoxy)propan-2-ol
SSc1cscn1,"4-(disulfanyl)-1,3-thiazole"
N#CC1=NN1,1H-diazirine-3-carbonitrile
N#CCC(O)F,3-fluoro-3-hydroxypropanenitrile
CSSC(C)=N,methylsulfanyl ethanimidothioate
O=CCCCCNO,5-(hydroxyamino)pentanal
FN1C=NCO1,"2-fluoro-5H-1,2,4-oxadiazole"
NCC[N+]#P,2-aminoethyl(phosphanylidyne)azanium
PNB=C1CO1,2-(phosphanylamino)boranylideneoxirane
CNC1OC1OC,3-methoxy-N-methyloxiran-2-amine
FCC(Br)CI,2-bromo-1-fluoro-3-iodopropane
SSC1CCCN1,2-(disulfanyl)pyrrolidine
OS1=NCNO1,"2-hydroxy-1-oxa-2λ4-thia-3,5-diazacyclopent-2-ene"
CN1CSCC1S,"3-methyl-1,3-thiazolidine-4-thiol"
CC1=CC1CN,(2-methylcycloprop-2-en-1-yl)methanamine
CCCSC(F)F,1-(difluoromethylsulfanyl)propane
C=[N+]=CI,iodomethylidene(methylidene)azanium
C#CC(O)CF,1-fluorobut-3-yn-2-ol
NOCCCNCCO,2-(3-aminooxypropylamino)ethanol
ON1N=CCS1,2-hydroxy-5H-thiadiazole
C1=PCNCC1,"1,2,5,6-tetrahydro-1,3-azaphosphinine"
C=PC1CC1N,2-methylidenephosphanylcyclopropan-1-amine
COC=NNCOC,methyl N-(methoxymethyl)methanehydrazonate
CCNON(C)O,N-(ethylaminooxy)-N-methylhydroxylamine
C=C(CC)ON,O-but-1-en-2-ylhydroxylamine
NCC(O)NCO,2-amino-1-(hydroxymethylamino)ethanol
CC=CC(I)I,"1,1-diiodobut-2-ene"
CC(C=S)NO,2-(hydroxyamino)propanethial
CC(Cl)=CF,2-chloro-1-fluoroprop-1-ene
CCCNCCCNO,N-[3-(propylamino)propyl]hydroxylamine
CCCCCCSNO,N-hexylsulfanylhydroxylamine
O=C[B]CCl,chloromethyl(formyl)boron
C1=NCOP=1,"1-oxa-4-aza-2-phosphacyclopenta-2,3-diene"
C=C[O+]=C,ethenyl(methylidene)oxidanium
FCc1ccsn1,"3-(fluoromethyl)-1,2-thiazole"
C#CC(F)CC,3-fluoropent-1-yne
FCCCNCCCF,3-fluoro-N-(3-fluoropropyl)propan-1-amine
CCNC(C)SC,N-ethyl-1-methylsulfanylethanamine
O=CNC1CO1,N-(oxiran-2-yl)formamide
O=c1ccso1,oxathiol-5-one
OCC1CCCP1,phospholan-2-ylmethanol
[B]CC(N)O,(2-amino-2-hydroxyethyl)boron
CNC(O)CSC,1-(methylamino)-2-methylsulfanylethanol
CNC/C=N\\O,(NZ)-N-[2-(methylamino)ethylidene]hydroxylamine
CSCOB(O)O,methylsulfanylmethoxyboronic acid
C=CCCCCON,O-hex-5-enylhydroxylamine
COc1cnno1,5-methoxyoxadiazole
[BH3-]PCC,ethylphosphanylboranuide
[2H]CON=O,deuteriomethyl nitrite
OCCOCCCCI,2-(4-iodobutoxy)ethanol
O=S=c1cc1,3-sulfinylcyclopropene
[O]C(F)CF,"1,2-difluoro-1-λ1-oxidanylethane"
C=CCCC[O],5-λ1-oxidanylpent-1-ene
CS#CN(C)C,"N,N-dimethyl-1-(methyl-λ4-sulfanylidyne)methanamine"
CC([O])Cl,1-chloro-1-λ1-oxidanylethane
Cc1c#con1,"3-methyl-4,5-didehydro-1,2-oxazole"
O=C(F)OOF,fluorooxy carbonofluoridate
[O]OC1CC1,λ1-oxidanyloxycyclopropane
[O]CC(F)F,"1,1-difluoro-2-λ1-oxidanylethane"
CSC(C)=NS,methyl N-sulfanylethanimidothioate
N1C2NC1N2,"2,4,5-triazabicyclo[1.1.1]pentane"
N1C2OC1O2,"2,4-dioxa-5-azabicyclo[1.1.1]pentane"
O1C2OC1O2,"2,4,5-trioxabicyclo[1.1.1]pentane"
C1C2CC1S2,2-thiabicyclo[1.1.1]pentane
C1C2NC1N2,"2,4-diazabicyclo[1.1.1]pentane"
C1C2OC1O2,"2,4-dioxabicyclo[1.1.1]pentane"
CC([O])CO,2-λ1-oxidanylpropan-1-ol
C=P[SiH3],methylidene(silyl)phosphane
CC(C)=PBr,bromo(propan-2-ylidene)phosphane
N=C(N)PCl,chlorophosphanylmethanimidamide
N=C(N)PBr,bromophosphanylmethanimidamide
COCOCC#CI,1-iodo-3-(methoxymethoxy)prop-1-yne
ClC#[GeH],chloromethylidynegermane
C=N/N=C\\C,(Z)-N-(methylideneamino)ethanimine
FCC[SiH3],2-fluoroethylsilane
NNn1ncnn1,tetrazol-2-ylhydrazine
S=C/C=C/S,(E)-3-sulfanylprop-2-enethial
S=C/C=C\\S,(Z)-3-sulfanylprop-2-enethial
OOOC(F)Cl,chloro-fluoro-(trioxidanyl)methane
C#CC1=CO1,2-ethynyloxirene
S=CC(S)CS,"2,3-bis(sulfanyl)propanethial"
O=NNCCCCl,N-(3-chloropropyl)nitrous amide
C=N/C=C\\C,N-[(Z)-prop-1-enyl]methanimine
[2H]C[NH],deuterio(λ2-azanyl)methane
C=CC=[Te],prop-2-enetellural
CC(O)N[O],1-(λ1-oxidanylamino)ethanol
O=[SiH]NO,N-oxosilylhydroxylamine
ON=[SiH]O,hydroxy(hydroxyimino)silane
[O-]C(F)F,difluoromethanolate
FC1=CCCO1,"5-fluoro-2,3-dihydrofuran"
CC[AsH]CI,ethyl(iodomethyl)arsane
C[As](C)F,fluoro(dimethyl)arsane
[N-]=C=CO,2-hydroxyethenylideneazanide
[C+]#CP=N,ethynyl(imino)phosphane
CC(C)NC#P,N-(phosphanylidynemethyl)propan-2-amine
O=C/C=C\\S,(Z)-3-sulfanylprop-2-enal
CPCC[PH-],2-methylphosphanylethylphosphanide
CSCCC[S-],3-methylsulfanylpropane-1-thiolate
CNCC[NH-],2-(methylamino)ethylazanide
[O-]C1CC1,cyclopropanolate
ClC1=NOC1,3-chloro-4H-oxazete
CC[34S]CC,ethyl(34S)sulfanylethane
FC=[PH2+],fluoromethylidenephosphanium
O=C(F)C=P,2-phosphanylideneacetyl fluoride
NC(=O)C=P,2-phosphanylideneacetamide
CCCCS[S-],1-sulfidosulfanylbutane
[SeH]CCCI,3-iodopropane-1-selenol
CO[GeH]OC,dimethoxy-λ3-germane
O=N/N=C\\F,(1Z)-N-nitrosomethanimidoyl fluoride
[O]C=CN=O,1-λ1-oxidanyl-2-nitrosoethene
C#CC#C[S],"1-λ1-sulfanylbuta-1,3-diyne"
S=C1C=CO1,oxete-2-thione
Brn1ncnn1,2-bromotetrazole
[O]CC1CO1,2-(λ1-oxidanylmethyl)oxirane
[2H]C[O-],deuteriomethanolate
CCC[GeH3],propylgermane
C=C=C=C=N,"buta-1,2,3-trien-1-imine"
[2H]OCC#C,3-deuteriooxyprop-1-yne
Fc1nonc1F,"3,4-difluoro-1,2,5-oxadiazole"
CSS[SH+]C,methyl-(methyldisulfanyl)sulfanium
P=CC[PH-],2-phosphanylideneethylphosphanide
COCSN=C=O,isocyanatosulfanyl(methoxy)methane
C=CCN(C)O,N-methyl-N-prop-2-enylhydroxylamine
C=C=[GeH],ethenylidene-λ3-germane
C=C1CNOC1,"4-methylidene-1,2-oxazolidine"
CC[SiH2]I,ethyl(iodo)silane
BC(=C)C=C,"buta-1,3-dien-2-ylborane"
[S-]C=CSS,2-(disulfanyl)ethenethiol
[S]C1=CC1,1-λ1-sulfanylcyclopropene
B1CC=CCN1,"1,2,3,6-tetrahydroazaborinine"
CC=C(O)SC,1-methylsulfanylprop-1-en-1-ol
CC[SiH]=O,ethyl(oxo)silane
C=C1BC1=C,"2,3-dimethylideneborirane"
[O]OCOC=O,λ1-oxidanyloxymethyl formate
C=[SiH]Cl,chloro(methylidene)silane
CC[GeH2]I,ethyl(iodo)germane
C[SiH2]CI,iodomethyl(methyl)silane
COC(SC)SC,methoxy-bis(methylsulfanyl)methane
C=S=C(C)C,methylidene(propan-2-ylidene)-λ4-sulfane
CCPP1P=P1,ethyl(triphosphiren-1-yl)phosphane
CCO[AsH2],ethoxyarsane
C=C/C=C\\P,"[(1Z)-buta-1,3-dienyl]phosphane"
O=C1NSNS1,"1,3,2,4-dithiadiazolidin-5-one"
N=CC(=N)F,2-iminoethanimidoyl fluoride
COC(=O)BF,methyl fluoroboranylformate
CCOCCO[O],1-ethoxy-2-λ1-oxidanyloxyethane
[S]COC[S],λ1-sulfanyl(λ1-sulfanylmethoxy)methane
CCCOCO[O],1-(λ1-oxidanyloxymethoxy)propane
O=C=CCC=S,4-oxobut-3-enethial
O=CC(O)OO,2-hydroperoxy-2-hydroxyacetaldehyde
C=N[GeH3],N-germylmethanimine
BC(F)(F)F,trifluoromethylborane
[N]C(=O)O,λ1-azanylformic acid
C1#SC=CC1,"1,2-didehydro-3H-thiophene"
CC(O)CONN,1-hydrazinyloxypropan-2-ol
CC(CO)ONN,2-hydrazinyloxypropan-1-ol
[SiH]#CCl,chloromethylidynesilane
FC#[Ge]Cl,chloro(fluoromethylidyne)germane
F[Si]#CCl,chloromethylidyne(fluoro)silane
F[Ge]#CCl,chloromethylidyne(fluoro)germane
N/C=C/C=S,(E)-3-aminoprop-2-enethial
CN=[C-]OC,1-methoxy-N-methylmethanimine
C1SC[Se]1,"1,3-thiaselenetane"
CP=c1pc1C,methyl-(3-methylphosphiren-2-ylidene)phosphane
N#CCCC[O],4-λ1-oxidanylbutanenitrile
CO/C=C/CF,(E)-3-fluoro-1-methoxyprop-1-ene
CCC1COSC1,4-ethyloxathiolane
CO[Se][O],λ1-oxidanylselanyloxymethane
CC#SC(C)C,ethylidyne(propan-2-yl)-λ4-sulfane
C=C=CO[O],"1-λ1-oxidanyloxypropa-1,2-diene"
FC#C[Kr]F,fluoro(2-fluoroethynyl)krypton
IB1NBNBN1,"2-iodo-1,3,5,2,4,6-triazatriborinane"
IN1BNBNB1,"1-iodo-1,3,5,2,4,6-triazatriborinane"
CS[AsH]SC,bis(methylsulfanyl)arsane
B1=CBC=C1,"1H-1,3-diborole"
C#C/C=C\\I,(Z)-1-iodobut-1-en-3-yne
CC[IH2]=O,1-iodosylethane
F/C=C\\CCI,(Z)-1-fluoro-4-iodobut-1-ene
N#C/C=N/N,(2E)-2-hydrazinylideneacetonitrile
[B][P]CCl,(chloromethyl-λ2-phosphanyl)boron
C[Si]CCCI,3-iodopropyl(methyl)silicon
N#CCB(O)O,cyanomethylboronic acid
CC1CCPC1C,"2,3-dimethylphospholane"
FSn1cncn1,"1,2,4-triazol-1-yl thiohypofluorite"
FSn1cncn1,"1,2,4-triazol-1-yl thiohypofluorite"
COPOCCC#N,3-methoxyphosphanyloxypropanenitrile
CN/C=C\\CS,(Z)-3-(methylamino)prop-2-ene-1-thiol
CSC1CNNC1,4-methylsulfanylpyrazolidine
CSN(C)CCN,"""N-methyl-N-methylsulfanylethane-1,2-diamine"""
CCON(S)CO,[ethoxy(sulfanyl)amino]methanol
O=CC(S)NP,2-(phosphanylamino)-2-sulfanylacetaldehyde
IN1N=NCN1,"2-iodo-1,5-dihydrotetrazole"
CCCSCC=NC,N-methyl-2-propylsulfanylethanimine
C#CNCSCCC,N-(propylsulfanylmethyl)ethynamine
C=CCCNCCP,N-(2-phosphanylethyl)but-3-en-1-amine
OC1OCCC1I,3-iodooxolan-2-ol
PC1CCCNC1,piperidin-3-ylphosphane
CNON(C)OC,N-[methoxy(methyl)amino]oxymethanamine
CC(=N)OCl,chloro ethanimidate
Cc1ccnn1I,1-iodo-5-methylpyrazole
CNN(Cl)OC,1-chloro-1-methoxy-2-methylhydrazine
NNc1ncon1,"1,2,4-oxadiazol-3-ylhydrazine"
CCCP(N)CN,[amino(propyl)phosphanyl]methanamine
SC1CC=NS1,"4,5-dihydro-1,2-thiazole-5-thiol"
CC(C)CNCI,N-(iodomethyl)-2-methylpropan-1-amine
SCC1CONN1,oxadiazolidin-4-ylmethanethiol
NOCC(N)CS,O-(2-amino-3-sulfanylpropyl)hydroxylamine
CNCCSCC=O,2-[2-(methylamino)ethylsulfanyl]acetaldehyde
OCCCCCOSI,5-hydroxypentoxy thiohypoiodite
CNCCNCCNI,"""N-[2-(iodoamino)ethyl]-N-methylethane-1,2-diamine"""
SSSN1CCC1,1-(trisulfanyl)azetidine
CCN(C)SNC,N-methyl-N-(methylaminosulfanyl)ethanamine
NCP1CCNC1,"1,3-azaphospholidin-3-ylmethanamine"
CC1NNSC1C,"4,5-dimethylthiadiazolidine"
CC(=O)NCP,N-(phosphanylmethyl)acetamide
C#CCCCOSC,5-methylsulfanyloxypent-1-yne
CCCONOCSC,1-(methylsulfanylmethoxyamino)oxypropane
C1COCSCN1,"1,3,5-oxathiazepane"
CC(C)CNSS,N-(disulfanyl)-2-methylpropan-1-amine
CC(C)PC#N,propan-2-ylphosphanylformonitrile
CNNCCCONC,N-[3-(2-methylhydrazinyl)propoxy]methanamine
CCCNNCCNC,N-methyl-2-(2-propylhydrazinyl)ethanamine
CN(CN)CCS,2-[aminomethyl(methyl)amino]ethanethiol
CCN(N)OSC,1-ethyl-1-methylsulfanyloxyhydrazine
CCN(N)OSC,1-ethyl-1-methylsulfanyloxyhydrazine
NCCC(I)CI,"3,4-diiodobutan-1-amine"
INC1CCOC1,N-iodooxolan-3-amine
CN(I)CSNS,N-[[iodo(methyl)amino]methylsulfanyl]thiohydroxylamine
CNCC(N)PC,"""N-methyl-1-methylphosphanylethane-1,2-diamine"""
CNSC(C)=O,S-(methylamino) ethanethioate
NN1CCC1CO,(1-aminoazetidin-2-yl)methanol
CN(I)CCCO,3-[iodo(methyl)amino]propan-1-ol
CNC1OC1NI,"2-N-iodo-3-N-methyloxirane-2,3-diamine"
CCC(O)OCN,1-(aminomethoxy)propan-1-ol
NCNN1CCC1,"""N-(azetidin-1-yl)methanediamine"""
CCCN(O)NC,N-(methylamino)-N-propylhydroxylamine
CC(C)NCPO,(propan-2-ylamino)methylphosphinous acid
CSCCN(C)N,1-methyl-1-(2-methylsulfanylethyl)hydrazine
IPc1cccs1,iodo(thiophen-2-yl)phosphane
CNCCCCCCS,6-(methylamino)hexane-1-thiol
CC(C)CCNS,N-(3-methylbutyl)thiohydroxylamine
CN(C)CCOS,"N,N-dimethyl-2-sulfanyloxyethanamine"
NC(N)=NCI,2-(iodomethyl)guanidine
CCCOP(N)O,propoxyphosphonamidous acid
C=N/N=C/I,(1E)-N-(methylideneamino)methanimidoyl iodide
OC1CCNNC1,diazinan-4-ol
