input,target
O=[Eu],oxoeuropium
C1NCS1,"1,3-thiazetidine"
CC[B]O,ethyl(hydroxy)boron
FC1CO1,2-fluorooxirane
CN(N)N,"N,N-diaminomethanamine"
CCOPCl,chloro(ethoxy)phosphane
N#CSSN,aminosulfanyl thiocyanate
O=CCNO,2-(hydroxyamino)acetaldehyde
[O-]CO,hydroxymethanolate
COSCCO,2-methoxysulfanylethanol
FN[Si],(fluoroamino)silicon
CNCCSC,N-methyl-2-methylsulfanylethanamine
N#CP=O,phosphorosoformonitrile
C[Si]I,iodo(methyl)silicon
C=NC=N,N-methylidenemethanimidamide
C#CN=S,thionitrosoethyne
[B]=CC,ethylideneboron
CB(C)S,dimethylborinothioic acid
OOOOPO,hydroperoxyperoxyphosphinous acid
O=BPCl,chloro(oxoboranyl)phosphane
F[N-]F,difluoroazanide
ON1CC1,1-hydroxyaziridine
NC[Si],aminomethylsilicon
CN=COO,hydroxy N-methylmethanimidate
CP(F)P,fluoro-methyl-phosphanylphosphane
F[B-]F,difluoroboranide
C[B]CC,ethyl(methyl)boron
CN=CSC,methyl N-methylmethanimidothioate
CB(P)I,[iodo(methyl)boranyl]phosphane
O=BCCO,2-oxoboranylethanol
CB(O)F,fluoro(methyl)borinic acid
C1CNN1,diazetidine
CN(O)O,"N,N-dihydroxymethanamine"
COCC=S,2-methoxyethanethial
CN(C)S,"N,N-dimethylthiohydroxylamine"
COOC=O,methoxy formate
N[N-]N,diaminoazanide
O=PCCl,chloro(phosphoroso)methane
O=CNCF,N-(fluoromethyl)formamide
C=[Mg],methylidenemagnesium
CCCNNC,1-methyl-2-propylhydrazine
NP(N)O,diaminophosphinous acid
O=CSCl,S-chloro methanethioate
FCOCBr,bromomethoxy(fluoro)methane
OO[Si],hydroperoxysilicon
CCCSCS,propylsulfanylmethanethiol
OC1OO1,dioxiran-3-ol
[Si]OS,sulfanyloxysilicon
N=C=NF,"""N-fluoromethanediimine"""
CN(I)I,"N,N-diiodomethanamine"
CNNN=O,N-(methylamino)nitrous amide
OC[Si],hydroxymethylsilicon
NOCCCF,O-(3-fluoropropyl)hydroxylamine
IN=CNI,"""N,N-diiodomethanimidamide"""
COCCNP,2-methoxy-N-phosphanylethanamine
O=PCCS,2-phosphorosoethanethiol
CCCCSF,butyl thiohypofluorite
CCSCCI,1-ethylsulfanyl-2-iodoethane
CCOCNN,ethoxymethylhydrazine
[42K+],potassium-42
[64Ga],gallium-64
N#CCCI,3-iodopropanenitrile
[3H]CN,tritiomethanamine
CCCNOC,N-methoxypropan-1-amine
OB1OO1,3-hydroxydioxaborirane
COCCNO,N-(2-methoxyethyl)hydroxylamine
ONCCCS,N-(3-sulfanylpropyl)hydroxylamine
FC(I)I,fluoro(diiodo)methane
FCCCCl,1-chloro-3-fluoropropane
[Fe+4],iron(4+)
[Fe+6],iron(6+)
[Fe+5],iron(5+)
[Gd+2],gadolinium(2+)
[PH2+],phosphanylium
[SeH+],selanylium
[77Kr],krypton-77
I[In]I,diiodoindium
S=[Tm],sulfanylidenethulium
[62Ni],nickel-62
CC#CNC,N-methylprop-1-yn-1-amine
P=PP=P,phosphanylidene(phosphanylidenephosphanyl)phosphane
CC[Te],λ1-tellanylethane
CONN=O,N-methoxynitrous amide
NCCNBr,"""N-bromoethane-1,2-diamine"""
CC=C=N,prop-1-en-1-imine
CO[NH],λ2-azanyloxymethane
[64Ni],nickel-64
[2H]CO,deuteriomethanol
[3H]OC,tritiooxymethane
[3H]CI,iodo(tritio)methane
[2H]CI,deuterio(iodo)methane
CCNC#N,ethylcyanamide
CCCC=N,butan-1-imine
C1CSS1,dithietane
CNSC#N,methylamino thiocyanate
NNCCNN,2-hydrazinylethylhydrazine
C=NCCC,N-propylmethanimine
CCC=NC,N-methylpropan-1-imine
C=C=NC,N-methylethenimine
S=CC=S,ethanedithial
[66Zn],zinc-66
[68Zn],zinc-68
BrCCCI,1-bromo-3-iodopropane
CCCC=S,butanethial
CC=[N],λ2-azanylideneethane
CB(I)I,diiodo(methyl)borane
C[P-]C,dimethylphosphanide
[BH]CC,ethyl-λ2-borane
CN=NCN,(methyldiazenyl)methanamine
CSCSCS,methylsulfanylmethylsulfanylmethanethiol
CP(C)I,iodo(dimethyl)phosphane
O=COCF,fluoromethyl formate
CCCSCl,propyl thiohypochlorite
[S]C=S,λ1-sulfanylmethanethial
CN=S=O,(sulfinylamino)methane
[186W],tungsten-186
CC#CCN,but-2-yn-1-amine
C[Bi]C,dimethylbismuth
C#CCCS,but-3-yne-1-thiol
ICCOCI,1-iodo-2-(iodomethoxy)ethane
C[Se-],methaneselenolate
CN=[N],(λ2-azanylideneamino)methane
CN[NH],N-λ2-azanylmethanamine
CCSCOC,methoxymethylsulfanylethane
CNCCCS,3-(methylamino)propane-1-thiol
CNNC=O,N-(methylamino)formamide
CP(C)S,dimethylphosphinothious acid
O=CNCl,N-chloroformamide
N=C[O],λ1-oxidanylmethanimine
CC[S-],ethanethiolate
NN1CC1,aziridin-1-amine
CNCCBr,2-bromo-N-methylethanamine
OC1CO1,oxiran-2-ol
N#CC#P,2-phosphanylidyneacetonitrile
C[PH-],methylphosphanide
NOCCCO,3-aminooxypropan-1-ol
CCCOCI,1-(iodomethoxy)propane
NN=C=S,sulfanylidenemethylidenehydrazine
CCCNCl,N-chloropropan-1-amine
C=C=CI,"1-iodopropa-1,2-diene"
[B]CSC,methylsulfanylmethylboron
NNCCCO,3-hydrazinylpropan-1-ol
C#CC=N,prop-2-yn-1-imine
CCC#CI,1-iodobut-1-yne
CC(N)S,1-aminoethanethiol
N#CNCl,chlorocyanamide
C=NC=O,N-methylideneformamide
CCONOC,(methoxyamino)oxyethane
CCSC=S,ethyl methanedithioate
CCNC=S,N-ethylmethanethioamide
CCSCBr,bromomethylsulfanylethane
CNCC=O,2-(methylamino)acetaldehyde
[BH2-],boranide
OOCCBr,1-bromo-2-hydroperoxyethane
C=NOCC,N-ethoxymethanimine
CC=S=O,1-sulfinylethane
COCCCI,1-iodo-3-methoxypropane
CCOCCF,1-ethoxy-2-fluoroethane
CSCCCI,1-iodo-3-methylsulfanylpropane
COCOCO,methoxymethoxymethanol
CN[Si],methylaminosilicon
C1SOS1,"1,2,4-oxadithietane"
CSSC#N,methylsulfanyl thiocyanate
CO[O-],oxidooxymethane
I[Tl]I,diiodothallium
OC#CCO,"prop-1-yne-1,3-diol"
Cl[As],chloroarsenic
CCOCCI,1-ethoxy-2-iodoethane
CS[Hg],methylsulfanylmercury
BNCCNB,"""N,N-bis(boranyl)ethane-1,2-diamine"""
[IH2+],iodanium
NOCCON,O-(2-aminooxyethyl)hydroxylamine
[Er+3],erbium(3+)
[Nd+3],neodymium(3+)
[Ru+2],ruthenium(2+)
CN=CNC,"""N,N-dimethylmethanimidamide"""
N#CC=O,formyl cyanide
[Nb+5],niobium(5+)
[Sn+4],tin(4+)
[Si+4],silicon(4+)
I[Yb]I,diiodoytterbium
[Zr+2],zirconium(2+)
C1CSO1,oxathietane
COCCSC,1-methoxy-2-methylsulfanylethane
COOSOS,sulfanyloxysulfanylperoxymethane
CCSOSC,methylsulfanyloxysulfanylethane
P#COOS,sulfanylperoxymethylidynephosphane
CCCSSF,propylsulfanyl thiohypofluorite
CCOSCl,ethoxy thiohypochlorite
P=C=PI,iodo(phosphanylidenemethylidene)phosphane
COCPCl,chloro(methoxymethyl)phosphane
CCCOSS,1-(disulfanyloxy)propane
CP=CCS,2-methylphosphanylideneethanethiol
CNSSSN,S-(methylaminodisulfanyl)thiohydroxylamine
COSCCS,2-methoxysulfanylethanethiol
[Bi+2],bismuth(2+)
BrCOBr,bromomethyl hypobromite
ON=CCI,N-(2-iodoethylidene)hydroxylamine
CCCCCP,pentylphosphane
S=[C]S,sulfanylmethanethione
C[Si]C,dimethylsilicon
[Si]Br,bromosilicon
I[Si]I,diiodosilicon
I[Ge]I,diiodogermanium
F[Si]F,difluorosilicon
F[Ge]F,difluorogermanium
[B]=PC,methylphosphanylideneboron
CS[Si],methylsulfanylsilicon
[B-]NC,methylaminoboron(1-)
C=[Si],methylidenesilicon
N#[Ge],azanylidynegermanium
CC[As],ethylarsenic
C#[Se],λ3-selanylidynemethane
O=[Ge],oxogermanium
[B-]=O,oxoboranide
NP(O)O,aminophosphonous acid
I[I+]I,diiodoiodanium
C[Sb]C,dimethylantimony
[75Se],selenium-75
[B]C#N,cyanoboron
[40K+],potassium-40
[Si]CI,iodomethylsilicon
CC[Ge],ethylgermanium
C[Tl]C,dimethylthallium
C[In]C,dimethylindium
Cl[In],chloroindium
C[Ga]C,dimethylgallium
[Ga]Br,bromogallium
Cl[Ga],chlorogallium
Cl[Bi],chlorobismuth
[86Rb],rubidium-86
[44K+],potassium-44
[74As],arsenic-74
[87Sr],strontium-87
[87Rb],rubidium-87
[76As],arsenic-76
[79Se],selenium-79
[86Sr],strontium-86
[26Al],aluminum-26
[32Si],silicon-32
N#[Si],azanylidynesilicon
[72Ga],gallium-72
[10Be],beryllium-10
[73As],arsenic-73
O=[As],oxoarsenic
[89Rb],rubidium-89
[6Li+],lithium-6
[91Sr],strontium-91
[71Ge],germanium-71
[69Ga],gallium-69
[75Ge],germanium-75
[77Ge],germanium-77
[77As],arsenic-77
[82Sr],strontium-82
[43K+],potassium-43
[92Sr],strontium-92
[88Rb],rubidium-88
[72As],arsenic-72
[78As],arsenic-78
[67Ge],germanium-67
[68Ge],germanium-68
[78Ge],germanium-78
[66Ge],germanium-66
[84Rb],rubidium-84
[83Rb],rubidium-83
[81Rb],rubidium-81
[70Se],selenium-70
[70Ga],gallium-70
[82Se],selenium-82
[83Se],selenium-83
[9Li+],lithium-9
[69As],arsenic-69
[70As],arsenic-70
[79Rb],rubidium-79
[81Sr],strontium-81
[83Sr],strontium-83
[78Se],selenium-78
[29Al],aluminum-29
[69Ge],germanium-69
[73Ga],gallium-73
[73Ge],germanium-73
[74Ge],germanium-74
[81Se],selenium-81
[80Sr],strontium-80
[45K+],potassium-45
[71As],arsenic-71
[65Ga],gallium-65
[66Ga],gallium-66
[88Sr],strontium-88
[31Si],silicon-31
[73Se],selenium-73
CCNP=O,N-phosphorosoethanamine
S=[Ge],sulfanylidenegermanium
S=[Ga],sulfanylidenegallium
Cl[Sb],chloroantimony
S=[Sb],sulfanylideneantimony
S=[In],sulfanylideneindium
Br[Sb],bromoantimony
[Ge]CI,iodomethylgermanium
CC[In],ethylindium
[62Cu],copper-62
C=CCSS,3-(disulfanyl)prop-1-ene
C#[O+],methylidyneoxidanium
[K][K],potassiopotassium
F[B]Br,bromo(fluoro)boron
C[Si]O,hydroxy(methyl)silicon
BB(B)B,tris(boranyl)borane
[O+]#P,phosphanylidyneoxidanium
[SiH-],silicon(1-) monohydride
[SH2+],sulfur(1+) dihydride
CP=PON,O-methylphosphanylidenephosphanylhydroxylamine
CSON=S,thionitrosooxysulfanylmethane
CCSSSO,(hydroxytrisulfanyl)ethane
SOCOSI,sulfanyloxymethoxy thiohypoiodite
C=CSOS,sulfanyloxysulfanylethene
C=NSSC,N-(methyldisulfanyl)methanimine
CC=COI,prop-1-enyl hypoiodite
S=[Tl],sulfanylidenethallium
[Sn]CI,iodomethyltin
CCCOOI,propoxy hypoiodite
N#CSPN,aminophosphanyl thiocyanate
PC=CCP,3-phosphanylprop-1-enylphosphane
C#CCOS,3-sulfanyloxyprop-1-yne
SC1CN1,aziridine-2-thiol
C=CP=P,ethenyl(phosphanylidene)phosphane
[As]Br,bromoarsenic
PC1CS1,thiiran-2-ylphosphane
CSN=NN,(aminodiazenyl)sulfanylmethane
C=CB=O,ethenyl(oxo)borane
PC[As],phosphanylmethylarsenic
NN=NCO,(aminodiazenyl)methanol
CCCCPI,butyl(iodo)phosphane
CB(S)S,methyl-bis(sulfanyl)borane
N#COSI,iodosulfanyl cyanate
O=S=CO,sulfinylmethanol
C=CNNC,1-ethenyl-2-methylhydrazine
NC1CS1,thiiran-2-amine
C=[Hg],methylidenemercury
C1ONP1,oxazaphosphetidine
CON=NN,(aminodiazenyl)oxymethane
C=[Ba],methylidenebarium
COC#CO,2-methoxyethynol
ONCCOO,N-(2-hydroperoxyethyl)hydroxylamine
PP1CC1,phosphiran-1-ylphosphane
C=NP=C,N-methylidenephosphanylmethanimine
C=CSCN,ethenylsulfanylmethanamine
SN1CO1,2-sulfanyloxaziridine
SC1OO1,dioxirane-3-thiol
O=P#CO,(oxo-λ5-phosphanylidyne)methanol
NN[S-],sulfidohydrazine
CS[As],methylsulfanylarsenic
SC#CCS,"prop-1-yne-1,3-dithiol"
OC1CP1,phosphiran-2-ol
C=CCSN,S-prop-2-enylthiohydroxylamine
CC[B]S,ethyl(sulfanyl)boron
C1PNP1,"1,2,4-azadiphosphetidine"
NSOC=O,aminosulfanyl formate
C=CSCF,fluoromethylsulfanylethene
C=NNBr,(bromohydrazinylidene)methane
N=CCCS,3-iminopropane-1-thiol
NC[As],aminomethylarsenic
[B]OCP,phosphanylmethoxyboron
IN1CN1,1-iododiaziridine
FCCSCl,2-fluoroethyl thiohypochlorite
C[Ge]I,iodo(methyl)germanium
C1NOP1,"1,2,4-oxazaphosphetidine"
C[As]I,iodo(methyl)arsenic
C=CSBr,ethenyl thiohypobromite
FN1CN1,1-fluorodiaziridine
NONC=O,N-aminooxyformamide
ON=COO,hydroxy N-hydroxymethanimidate
P=[Pb],phosphanylidenelead
CCPCCO,2-ethylphosphanylethanol
NN=CCO,2-hydrazinylideneethanol
C1OOO1,trioxetane
CCNSSC,N-(methyldisulfanyl)ethanamine
C=[Ca],methylidenecalcium
CCCONC,N-propoxymethanamine
CCC#CN,but-1-yn-1-amine
CCCOOO,1-(trioxidanyl)propane
FC(F)S,difluoromethanethiol
